snr_ratio,round,question,original_answer,prompt_knowledge_parent_ids,top_parent_id,AutoCorrect,AutoSupport,ManualSupport,AnswerCorrect,FinalCorrect,EvidenceParentID,EvidenceQuote,CorrectionReason,NeedHumanReview,OriginalRollingAccuracy,CorrectedRollingAccuracy,EvidenceScore
1:200+,25,单链表中，已知指向值为x的结点指针，在该结点之后插入新结点的时间复杂度是多少？,导师，该操作的时间复杂度为O(1)。因为已知指向x的结点指针，只需修改指针域（将新结点指向x的后继，再将x指向新结点），无需遍历链表，操作次数为常数级。,"['632e725a', 'aa5c4214', '40bb258c', 'eeb7168c', 'f9d94eba']",632e725a,0,否,是,是,1,eeb7168c,：O(1)。顺序表采用连续存储，可以通过下标直接计算出元素地址，实现随机访问。问3：在一个长度为n的单链表中，在值为x的结点之后插入一个新结点，已知指向x的指...,原始CSV自动判定为0，但人工复核发现进入Prompt的父块 eeb7168c 含有可支撑回答的内容；模型回答与该证据语义一致。,否,0.52,0.88,49.6
1:200+,26,单链表中删除值为x的结点，若不知道其前驱结点，时间复杂度是多少？,导师，若不知道值为x的结点的前驱，则需先从头遍历链表找到该结点及其前驱，因此时间复杂度为O(n)（最坏情况需遍历整个链表）。如果需要删除所有值为x的结点，也需完整扫描一次。,"['632e725a', 'aa5c4214', '5dbc9c23', '40bb258c', 'eeb7168c']",632e725a,0,否,是,是,1,eeb7168c,趋势，用大O记号表示，关注的是最高阶增长项，忽略常数系数和低阶项。问2：在顺序表中，访问第i个元素的时间复杂度是多少？答：O(1)。顺序表采用连续存储，可以通过下标直接计算出元素地址，实现随机访问。问3：在一个长度为n的单链表中，在值为x的结点之后插入一个新结点，已知指向x的指...,原始CSV自动判定为0，但人工复核发现进入Prompt的父块 eeb7168c 含有可支撑回答的内容；模型回答与该证据语义一致。,否,0.5,0.8846,34.6
1:200+,27,栈的上溢和下溢分别是什么意思？,导师，栈的“上溢”是指试图在栈已满的情况下执行入栈操作，导致数据无法写入的错误；“下溢”则是指试图在栈已空的情况下执行出栈或取栈顶操作，导致无法获取有效元素。顺序栈和链栈都需要考虑这两种情况，通常通过检查栈顶指针或栈容量来避免。,"['5805b3f8', '63f852e1', '632e725a', 'eeb7168c', 'f6a498f4']",5805b3f8,0,否,否,是,0,eeb7168c,问1：算法的时间复杂度是指什么？答：时间复杂度是指算法执行时间随问题规模增长的增长趋势，用大O记号表示，关注的是最高阶增长项，忽略常数系数和低阶项。问2：在顺序表中，访问第i个元素的时间复杂度是多少？答：O(1)。顺序表采用连续存储，可以通过下标直接计算出元素地址，实现随机访问。问3：在一个长度为n的单链表中，在值为x的结点之后插入一个新结点，已知指向x的指...,原始CSV自动规则无法证明有效支撑；人工复核在进入Prompt的知识库父块中未找到足够直接的支撑内容，保留AutoCorrect=0并标记待进一步复核。,是,0.4815,0.8519,8.8
1:200+,28,循环队列如何判断队空？数组大小为m时最多存放多少个元素？,导师，循环队列判断队空的条件是 `front == rear`。由于需要区分队空和队满，通常牺牲一个存储单元，因此数组大小为m时最多存放 **m-1** 个元素。,"['6cfdc470', '632e725a', '849645c1', '77a33777', 'b0f15d4b']",6cfdc470,1,是,是,是,1,6cfdc470,队头元素，rear指向队尾元素的下一个位置，两者相等表示队列为空。问7：对于一个顺序存储的循环队列，数组大小为m，队列中最多能存放多少个元素？答：最多存放m-1个元素。循环队列通常牺牲一个存储单元来区分队空和队满，因...,原始CSV已判定为有效支撑；人工复核保留该判定。,否,0.5,0.8571,37.4
1:200+,29,什么是递归？递归的两个基本要素是什么？,递归是指在函数的定义中使用函数自身的方法。递归的两个基本要素是：**递归边界**（终止条件），用于停止递归调用并返回结果；**递归表达式**（递推关系），将原问题分解为一个或多个规模更小的同类子问题，并逐步向边界逼近。,"['6cfdc470', '80032979', 'bf188a88', '77a33777', '48b948f1']",6cfdc470,0,否,否,是,0,80032979,问：栈适合解决哪一类问题？答：栈的逻辑特征是后进先出（LIFO），适合处理“最近进入、最先退出”的问题，如函数递归调用、表达式求值、括号匹配、浏览器回退等。问：一棵具有n个结点的二叉树，其空指针域个数是多少？答：n+1。二叉链表中每个结点有两个指针域，共2n个指针；非空指针对应边数n-1，所以空指针数为2n-(n-1)=n+1。问：无向连通图有n个顶点，至少...,原始CSV自动规则无法证明有效支撑；人工复核在进入Prompt的知识库父块中未找到足够直接的支撑内容，保留AutoCorrect=0并标记待进一步复核。,是,0.4828,0.8276,15.8
1:200+,30,解释KMP算法相比朴素匹配算法的优势。,导师，KMP算法的核心优势在于利用已部分匹配的信息，避免主串指针回溯，从而使最坏时间复杂度降至O(m+n)，而朴素匹配算法在最坏情况下需O(m×n)，因此KMP在处理长字符串或重复模式时效率显著更高。,"['6cfdc470', '8267d48e', 'ea9da252', '77a33777', 'bf188a88']",6cfdc470,0,否,是,是,1,8267d48e,串长度，n为主串长度。最坏情况下每次匹配都需要比较到模式串的最后一个字符才发现不匹配。问10：KMP算法相比朴素匹配算法的优势是什么？答：KMP算法利用已经部分匹配的信息，避免主串指针回溯，最坏时间复杂度为O(m+n)，比朴素算法的O(m×n)更高效。问11：数组通常采用什么存储方式？答：数组通常采用顺序存储，元素在内存中连续存...,原始CSV自动判定为0，但人工复核发现进入Prompt的父块 8267d48e 含有可支撑回答的内容；模型回答与该证据语义一致。,否,0.4667,0.8333,53.6
1:200+,31,"广义表((a,b),c,(d,(e)))的表头和表尾分别是什么？","导师，广义表的表头是第一个元素，表尾是除第一个元素外剩余元素组成的子表（必须为广义表）。对于广义表 `((a,b),c,(d,(e)))`，表头是 `(a,b)`（即一个子表），表尾是 `(c,(d,(e)))`（即广义表）。","['8267d48e', '5805b3f8', 'ea9da252', '59af19ba', 'c21f926a']",8267d48e,0,否,否,是,0,8267d48e,答：O(m×n)，其中m为模式串长度，n为主串长度。最坏情况下每次匹配都需要比较到模式串的最后一个字符才发现不匹配。问10：KMP算法相比朴素匹配算法的优势是什么？答：KMP算法利用已经部分匹配的信息，避免主串指针回溯，最坏时间复杂度为O(m+n)，比朴素算法的O(m×n)更高效。问11：数组通常采用什么存储方式？答：数组通常采用顺序存储，元素在内存中连续存...,原始CSV自动规则无法证明有效支撑；人工复核在进入Prompt的知识库父块中未找到足够直接的支撑内容，保留AutoCorrect=0并标记待进一步复核。,是,0.4516,0.8065,10.4
1:200+,32,树中结点的度是什么意思？,导师，树中结点的度是指该结点拥有的子树个数（或直接后继分支数）。对于二叉树，度即为结点子结点数，范围为0、1、2。,"['8267d48e', 'e5c47d95', '10e6b0ed', '0711fde2', 'ea9da252']",8267d48e,0,否,否,是,0,0711fde2,问28：二叉排序树中，删除一个既有左子树又有右子树的结点，通常采用什么方法？答：通常用该结点的中序前驱（左子树中的最大关键字结点）或中序后继（右子树中的最小关键字结点）的值替换该结点的值，然后删除前驱或后继结点（前驱最多只有左子树，后继最多只有右子树，删除更简单）。问29：什么是平衡二叉树的平衡因子？答：平衡因子是指二叉树上某结点左子树高度减去右子树高度的差...,原始CSV自动规则无法证明有效支撑；人工复核在进入Prompt的知识库父块中未找到足够直接的支撑内容，保留AutoCorrect=0并标记待进一步复核。,是,0.4375,0.7812,14.2
1:200+,33,二叉树第k层最多有多少个结点？深度为h的二叉树最多有多少个结点？,导师，二叉树第k层最多有2^(k-1)个结点（k≥1时成立）。深度为h的二叉树最多有2^h - 1个结点，当树为满二叉树时达到该最大值。,"['e1cb1d4e', '8267d48e', '10e6b0ed', '1e1b6fe3', 'ea9da252']",e1cb1d4e,0,否,是,是,1,e1cb1d4e,1)个结点。二叉树每个结点最多有两个孩子，第1层最多1个，第2层最多2个，以此类推。问15：深度为h的二叉树最多有多少个结点？答：最多有2^h - 1个结点。满二叉树时达到最大结点数，每层结点数之和为等比数列求和。问16：什么是满二...,原始CSV自动判定为0，但人工复核发现进入Prompt的父块 e1cb1d4e 含有可支撑回答的内容；模型回答与该证据语义一致。,否,0.4242,0.7879,55.0
1:200+,34,满二叉树和完全二叉树分别是什么？,导师，满二叉树是指所有层结点数均达到最大值（深度h的树有2^h-1个结点），每个结点度非0即2（叶子结点除外）。完全二叉树则是除最后一层外其余层结点数满，且最后一层结点从左到右连续排列。完全二叉树常用数组顺序存储，叶结点可缺右边部分。,"['e1cb1d4e', '8267d48e', '10e6b0ed', '1e1b6fe3', 'ea9da252']",e1cb1d4e,0,否,否,是,0,e1cb1d4e,^(k-1)个结点。二叉树每个结点最多有两个孩子，第1层最多1个，第2层最多2个，以此类推。问15：深度为h的二叉树最多有多少个结点？答：最多有2^h - 1个结点。满二叉树时达到最大结点数，每层结点数之和为等比数列求和。问16：什么是满二...,原始CSV自动规则无法证明有效支撑；人工复核在进入Prompt的知识库父块中未找到足够直接的支撑内容，保留AutoCorrect=0并标记待进一步复核。,是,0.4118,0.7647,24.4
1:200+,35,哈夫曼树的构建原则是什么？,导师，哈夫曼树的构建原则是：每次从森林中选取两个权值最小的树合并为一棵新树，新树的权值为两者之和，重复直到只剩一棵树，从而保证带权路径长度WPL最小。,"['e1cb1d4e', '8dcc4a3f', 'eb00f58a', '1e1b6fe3', '10e6b0ed']",e1cb1d4e,1,是,是,是,1,8dcc4a3f,：左子树→根→右子树。后序遍历：左子树→右子树→根。三种遍历的区别在于访问根结点的时机不同。问19：哈夫曼树的构建原则是什么？答：每次从森林中选取两个权值最小的树合并为一棵新树，新树的权值为两棵子树权值之和。重复此过程直到只剩一棵树。哈夫曼树的带权路径长度WPL最小。问20：什么是图的连通分量？问20：什么是图的连通...,原始CSV已判定为有效支撑；人工复核保留该判定。,否,0.4286,0.7714,43.2
1:200+,36,什么是图的连通分量和生成树？,导师，这是两个基础概念： - **连通分量**：对于无向图，连通分量是指图中的一个**极大连通子图**。即在该子图内任意两个顶点都是连通的，且增加图中任何其他顶点都会破坏连通性。对于有向图，还有强连通分量（任意两点双向可达）等概念。 - **生成树**：对于一个连通的无向图，生成树是其一个**极小连通子图**，包含原图中的所有顶点，且只有 n-1 条边（n 为顶点数），任意添加一条边都会形成回路。如果图不连通，则没有生成树，但每个连通分量各自有自己的生成树，合起来称为生成森林。,"['8dcc4a3f', '0ea4cf12', '122f1afd', 'cf252bdb', '80032979']",8dcc4a3f,0,否,是,是,1,cf252bdb,值为两棵子树权值之和。重复此过程直到只剩一棵树。哈夫曼树的带权路径长度WPL最小。问20：什么是图的连通分量？问20：什么是图的连通...,原始CSV自动判定为0，但人工复核发现进入Prompt的父块 cf252bdb 含有可支撑回答的内容；模型回答与该证据语义一致。,否,0.4167,0.7778,37.0
1:200+,37,Prim算法和Kruskal算法的基本思想有什么区别？,导师，Prim算法和Kruskal算法的基本思想区别在于：Prim算法从任一顶点开始，每次选择连接已选顶点集与未选顶点集的最小权边来逐步扩展生成树；而Kruskal算法则从所有边入手，每次选取权值最小且不形成回路的边，逐步合并连通分量。简言之，Prim以顶点为核心生长，Kruskal以边为核心聚合。,"['8dcc4a3f', '0ea4cf12', 'b9170d23', 'cf252bdb', 'eb00f58a']",8dcc4a3f,0,否,是,是,1,0ea4cf12,问22：Prim算法和Kruskal算法的基本思想分别是什么？答：Prim算法从任意顶点开始，每次选择连接已选顶点集与未选顶点集的最小权边，逐步扩展生成树。Kruskal算法每次从所有边中选择权值最小且不构成回路的边，逐步合并连通分量。问23：拓扑排序适用于什么样的图？答：拓扑排序适用于有向无环图。它可以将图中所有顶点排成一个线性序列，使得对于每条有向边(u...,原始CSV自动判定为0，但人工复核发现进入Prompt的父块 0ea4cf12 含有可支撑回答的内容；模型回答与该证据语义一致。,否,0.4054,0.7838,65.6
1:200+,38,拓扑排序适用于什么图？,"导师，拓扑排序适用于有向无环图（DAG）。它可以将图中所有顶点排成一个线性序列，使得对于每条有向边(u, v)，u在序列中都出现在v之前，常用于任务调度或依赖关系分析。","['0ea4cf12', '8dcc4a3f', 'b9170d23', '89e72ce0', 'eb00f58a']",0ea4cf12,1,是,是,是,1,0ea4cf12,每次从所有边中选择权值最小且不构成回路的边，逐步合并连通分量。问23：拓扑排序适用于什么样的图？答：拓扑排序适用于有向无环图。它可以将图中所有顶点排成一个线性序列，使得对于每条有向边(u...,原始CSV已判定为有效支撑；人工复核保留该判定。,否,0.4211,0.7895,33.2
1:200+,39,什么是AOE网中的关键路径？,导师，关键路径是指AOE网中从源点到汇点**具有最大路径长度**的路径，它决定了整个工程的最短工期。关键路径上的活动称为关键活动，其特点是**最早开始时间等于最晚开始时间**（即时差为零），任何延误都会拖长整个工期。,"['0ea4cf12', '5805b3f8', 'b9170d23', '89e72ce0', '6cfea574']",0ea4cf12,0,否,否,是,0,89e72ce0,问22：Prim算法和Kruskal算法的基本思想分别是什么？答：Prim算法从任意顶点开始，每次选择连接已选顶点集与未选顶点集的最小权边，逐步扩展生成树。Kruskal算法每次从所有边中选择权值最小且不构成回路的边，逐步合并连通分量。问23：拓扑排序适用于什么样的图？答：拓扑排序适用于有向无环图。它可以将图中所有顶点排成一个线性序列，使得对于每条有向边(u...,原始CSV自动规则无法证明有效支撑；人工复核在进入Prompt的知识库父块中未找到足够直接的支撑内容，保留AutoCorrect=0并标记待进一步复核。,是,0.4103,0.7692,8.6
1:200+,40,顺序查找和二分查找的平均查找长度分别有什么特点？,导师，顺序查找的ASL在查找成功时约为(n+1)/2，查找失败时为n，其优点是表结构无要求但效率较低；二分查找查找成功时的ASL约为log₂(n+1)-1，效率远高于顺序查找，但要求表必须顺序存储且有序。如需进一步分析时间复杂度或适用场景，请继续提问。,"['0ea4cf12', 'ca6f1e9b', 'b6d620c6', '70478bbc', 'b9170d23']",0ea4cf12,0,否,是,是,1,ca6f1e9b,答：查找成功时ASL约为(n+1)/2，查找失败时ASL为n。顺序查找对表的结构没有要求，但效率较低。问26：二分查找的平均查找长度（ASL）大约是多少？答：二分查找查找成功时的ASL约为log2(n+1)-1。二分查找的效率远高于顺序查找，但要求表顺序存储且有序。问27：什么是平衡二叉树？答：平衡二叉树是一种二叉排序树，其中任意结点的左右子树高度差的绝对值...,原始CSV自动判定为0，但人工复核发现进入Prompt的父块 ca6f1e9b 含有可支撑回答的内容；模型回答与该证据语义一致。,否,0.4,0.775,48.4
1:200+,41,什么是平衡二叉树？,导师，平衡二叉树（AVL树）是一种二叉排序树，其中任意结点的左右子树高度差（平衡因子）的绝对值不超过1，用于保证查找效率。,"['ca6f1e9b', '0711fde2', '73c75f39', '9ebdaa13', '825eb10a']",ca6f1e9b,1,是,是,是,1,ca6f1e9b,时的ASL约为log2(n+1)-1。二分查找的效率远高于顺序查找，但要求表顺序存储且有序。问27：什么是平衡二叉树？答：平衡二叉树是一种二叉排序树，其中任意结点的左右子树高度差的绝对值...,原始CSV已判定为有效支撑；人工复核保留该判定。,否,0.4146,0.7805,29.6
1:200+,42,哈希表中常用的处理冲突方法有哪些？,导师，处理哈希冲突的方法主要有开放地址法和链地址法两大类。 1. **开放地址法**：当冲突发生时，按照某种探测规则寻找下一个空闲地址存放元素。 - 常用探测方式包括线性探测（逐次+1）、平方探测（+1²、-1²、+2²、-2²…）和再哈希法（用另一个哈希函数计算步长）。 - 优点：不需额外指针，存储密度高。缺点：容易产生聚集现象，删除结点需特殊标记。 2. **链地址法**：将哈希地址相同的结点链接成一个单链表，哈希表数组只存储各链表的头指针。 - 优点：不会发生数据聚集，插入和删除简便，平均查找长度较短。 - 缺点：需要额外指针空间，但通常这一点可接受。 实际应用如Java的HashMap中，当冲突不严重时采用链地址法，当链表长度超过阈值（TREEIFY_THRESHOLD=8）时转换为红黑树以优化极端情况下的性能。需要我进一步说明这些方法的时间复杂度分析或具体实现示例吗？,"['1021b1c7', 'ca6f1e9b', '506c4883', 'b6d620c6', '63f852e1']",1021b1c7,0,否,否,是,0,b6d620c6,但在已知插入/删除位置前驱结点时，只需修改指针，时间为O(1)。单链表适合数据规模变化大、插入删除频繁的场景，但每个结点需要额外指针域，存储密度低于顺序表。问：说明栈和队列的逻辑特征，并各举一个典型应用。答：栈是只允许在一端进行插入和删除的线性表，特点是后进先出（LIFO）。典型应用包括括号匹配、函数调用栈、表达式求值、深度优先搜索。典型应用包括括号匹配、函...,原始CSV自动规则无法证明有效支撑；人工复核在进入Prompt的知识库父块中未找到足够直接的支撑内容，保留AutoCorrect=0并标记待进一步复核。,是,0.4048,0.7619,15.2
1:200+,43,什么是排序算法的稳定性？哪些排序算法是稳定的？,导师，排序算法的稳定性指的是：当待排序序列中存在两个相等的关键字时，排序后它们的相对顺序保持不变，则称该排序算法是稳定的。 常见的稳定排序算法有： - **直接插入排序**（稳定） - **冒泡排序**（稳定，优化后仍稳定） - **归并排序**（稳定） - **基数排序**（稳定） - **计数排序**（稳定） 注意：简单选择排序、快速排序、堆排序、希尔排序是不稳定的。 如果需要我详细说明某个算法为何稳定或不稳定，请告诉我。,"['2c3660a7', 'ca6f1e9b', '4c35d16a', 'ccfcc674', 'ab744778']",2c3660a7,1,是,是,是,1,2c3660a7,是多少？答：归并排序采用分治策略，将序列递归地分成两半，分别排序后再将两个有序子序列合并。归并排序是稳定的，时间复杂度O(n log n)，空间复...,原始CSV已判定为有效支撑；人工复核保留该判定。,否,0.4186,0.7674,28.8
1:200+,44,快速排序最坏时间复杂度是多少？什么时候出现？,快速排序最坏时间复杂度为O(n²)，当每次选定的枢轴都导致极端不平衡（如待排序列已有序且选择首/尾为枢轴）时出现。,"['4c35d16a', '0e67c7c6', 'c56db730', '923c1c12', '849645c1']",4c35d16a,0,否,是,是,1,923c1c12,答：大顶堆是指每个结点的值都大于或等于其左右孩子结点的值的完全二叉树。堆排序中建堆的时间复杂度是O(n)。虽然每个结点的调整可能需要O(log n)，但所有结点的总调整次数是线性级别，详细证明可用数学归纳法或势能分析。问36：快速排序的空间复杂度是多少？为什么？答：快速排序的空间复杂度平均为O(log n)，最坏为O(n)。答：快速排序的空间复杂度平均为O(...,原始CSV自动判定为0，但人工复核发现进入Prompt的父块 923c1c12 含有可支撑回答的内容；模型回答与该证据语义一致。,否,0.4091,0.7727,29.4
1:200+,45,堆排序和归并排序分别有什么核心特征？,导师，堆排序的核心特征是：利用完全二叉树（堆）结构实现选择排序，原地排序不稳定，时间复杂度始终为O(n log n)且空间复杂度O(1)。归并排序的核心特征是：采用分治策略将序列递归分割后合并，稳定排序，时间复杂度O(n log n)但空间复杂度O(n)。,"['1021b1c7', '2c3660a7', 'ab744778', 'b6d620c6', 'b0f15d4b']",1021b1c7,1,是,是,是,1,2c3660a7,时间复杂度是多少？答：堆排序利用堆这种数据结构实现，堆是一棵完全二叉树，分为大顶堆和小顶堆。堆排序的时间复杂度始终为O(n log n)，且空间复杂度为O(1)。问34：归并排序的核心思想是什么？它的空间复杂度是多少？答：归并排序采用分治策略，将序列递归地分成两半，分别排序后再将两个有序子序列合并。归并排序是稳定的，时间复杂度O(n log n)，空间复...,原始CSV已判定为有效支撑；人工复核保留该判定。,否,0.4222,0.7778,33.0
1:200+,46,已知二叉树后序序列为C B E D A，中序序列为C B A E D，请画出二叉树结构。,导师，基于已知序列，我们来逐步推理并画出二叉树： **推理过程：** 1. **确定根结点**：后序序列最后一个元素是 **A**，所以根结点为 **A**。 2. **划分左右子树**：在中序序列中，A左侧为 **C B**，这是左子树的中序序列；A右侧为 **E D**，这是右子树的中序序列。 3. **构建左子树**： - 左子树的后序序列为 **C B**，中序序列为 **C B**。 - 后序最后一个元素是 **B**，故左子树的根为 **B**。 - B的中序左侧只有 **C**，所以 **C** 是 **B 的左孩子**，B无右孩子。 4. **构建右子树**： - 右子树的后序序列为 **E D**，中序序列为 **E D**。 - 后序最后一个元素是 **D**，故右子树的根为 **D**。 - D的中序左侧只有 **E**，所以 **E** 是 **D 的左孩子**，D无右孩子。 **最终二叉树结构（文字描述）**： - 根结点 **A** - 左孩子：**B**（B的左孩子为C，B无右孩子） - 右孩子：**D**（D的左孩子为E，D无右孩子） 该树形似一个倾斜的树，A下分出左B右D两枝，B和D各自只有左孩子。,"['024660ab', '4e7f7bfe', 'a3cdd4d3', '2c3660a7', '7444a54b']",024660ab,1,是,是,是,1,024660ab,问36：已知一棵二叉树的后序序列为C B E D A，中序序列为C B A E D，请画出该二叉树。答：后序最后一个元素A为根。在中序中，A左侧C B为左子树，右侧E D为右子树。左子树后序C B、中序C B，可知B为左子树根，C为B的左孩子。右子树后序E D、中序E D，可知D为右子树根，E为D的左孩子。二叉树结构为：A的左孩子B、右孩子D；B的左孩子C（...,原始CSV已判定为有效支撑；人工复核保留该判定。,否,0.4348,0.7826,109.4
1:200+,47,有向图邻接矩阵第一行为0 1 0 1，第二行0 0 1 0，第三行1 0 0 1，第四行0 1 0 0，顶点1的出度和入度是多少？,导师，顶点1的出度为第1行中1的个数，即2（到顶点2和顶点4）；入度为第1列中1的个数，即1（来自顶点3）。,"['3e466c17', '024660ab', '9ed3a9ea', 'f5ac1128', '40db568b']",3e466c17,1,是,是,是,1,3e466c17, F D A。问38：设有向图的邻接矩阵如下，求顶点1的出度和入度。邻接矩阵：第一行0 1 0 1，第二行0 0 1 0，第三行1 0 0 1，第四行0 1 0 0。答：顶点1的出度为第1行中1的个数，即2（到顶点2和顶点4）。顶点1的入度为第1列中1的个数，即1（来自顶点3）。邻接矩阵中行表示出边，列表示入边。邻接矩阵中行表示出边，列...,原始CSV已判定为有效支撑；人工复核保留该判定。,否,0.4468,0.7872,107.4
1:200+,48,"无向图边集为{(A,B),(A,C),(B,C),(B,D),(C,E),(D,E),(D,F)}，邻接表按字母顺序，从A出发DFS序列是什么",导师，从A出发，邻接点按字母顺序为B、C。DFS过程： 访问A → 访问B，B的邻接点有A（已访问）、C、D，按字母顺序先访问C → 访问C，C的邻接点有A、B（已访问）、E，访问E → E的邻接点有C（已访问）、D，访问D → D的邻接点有B、E（已访问）、F，访问F。 最终DFS序列：**A B C E D F**。,"['3e466c17', '0184a76c', '80032979', '9ed3a9ea', 'f5ac1128']",3e466c17,0,否,是,是,1,0184a76c,"访问）、E，访问E→E的邻接点C（已访问）、D，访问D→D的邻接点B、E（已访问）、F，访问F。最终DFS序列：A B C E D F。问40：对序列{15, 9, 7, 8, 20, -1, 7, 4}进行一趟希尔排序，增量d=...",原始CSV自动判定为0，但人工复核发现进入Prompt的父块 0184a76c 含有可支撑回答的内容；模型回答与该证据语义一致。,否,0.4375,0.7917,30.4
1:200+,49,"对序列{15,9,7,8,20,-1,7,4}进行一趟希尔排序，增量d=4，结果是什么？","导师，对序列 {15, 9, 7, 8, 20, -1, 7, 4} 进行一趟希尔排序（增量 d=4），过程如下： - 将序列分为 4 组：下标0和4（15,20）、下标1和5（9,-1）、下标2和6（7,7）、下标3和7（8,4）。 - 对每组进行直接插入排序（递增）：(15,20)、( -1,9)、(7,7)、(4,8)。 - 按原下标合并后得到一趟排序结果为：**15, -1, 7, 4, 20, 9, 7, 8**。","['0184a76c', '9d1bdab2', '9e6c0415', '0ffd1387', '3e466c17']",0184a76c,1,是,是,是,1,0184a76c,"S序列：A B C E D F。问40：对序列{15, 9, 7, 8, 20, -1, 7, 4}进行一趟希尔排序，增量d=...",原始CSV已判定为有效支撑；人工复核保留该判定。,否,0.449,0.7959,45.6
1:200+,50,设计算法对无序数组建大顶堆，核心思路和时间复杂度是什么？,导师，建大顶堆的核心思路是：从最后一个非叶子结点开始，自底向上依次对每个结点执行“下滤”操作，确保每个子树都满足堆定义。时间复杂度为 O(n)，因为下滤操作的次数与结点高度有关，经数学推导总调整次数收敛于线性。,"['0ffd1387', 'c98bba79', '10373929', 'a0e65d78', '8a3b9942']",0ffd1387,0,否,是,是,1,c98bba79,"空间复杂度O(1)，只使用了三个辅助变量。问49：设计算法，建立有n个结点的二叉排序树，依次插入关键字序列，写出伪代码并分析最坏时间复杂度。答：核心思想：从空树开始，逐个插入关键字。插入时与根比较，小于根走左子树，大于根走右子树，直到找到空位置。伪代码：textBuildBST(A, n):T = NULLfor i = 0 to n-1:InsertBST...",原始CSV自动判定为0，但人工复核发现进入Prompt的父块 c98bba79 含有可支撑回答的内容；模型回答与该证据语义一致。,否,0.44,0.8,29.6
